id,cliente_id,fecha,estado,total
3210,226,2024-01-28,pendiente,2330.59
3211,129,2025-09-06,pagado,213.42
3212,583,2025-09-14,enviado,704.73
3213,920,2025-12-15,pendiente,711.2
3214,1050,2025-04-05,pendiente,3101.32
3215,1487,2026-03-09,enviado,762.89
3216,1215,2025-10-30,entregado,3449.71
3217,620,2024-05-13,enviado,3896.42
3218,841,2025-01-19,cancelado,1069.37
3219,1438,2024-12-22,pendiente,2366.74
3220,64,2024-11-18,entregado,2038.87
3221,983,2025-07-24,pagado,678.58
3222,627,2025-12-23,cancelado,3114.67
3223,872,2024-08-15,pendiente,1544.39
3224,314,2026-01-07,pagado,942.6
3225,1590,2025-10-08,cancelado,3464.96
3226,230,2024-01-15,entregado,2144.43
3227,611,2025-04-01,enviado,2783.69
3228,1807,2025-12-24,cancelado,1907.0
3229,696,2024-10-23,cancelado,3551.11
3230,814,2024-06-19,enviado,1110.2
3231,91,2025-01-11,pendiente,3212.23
3232,256,2024-09-25,pagado,1403.21
3233,236,2025-01-10,cancelado,3633.9
3234,1726,2024-10-25,pagado,1734.21
3235,533,2024-05-14,pendiente,2882.36
3236,1825,2025-03-25,cancelado,2233.75
3237,1134,2025-10-08,entregado,2865.6
3238,1800,2025-06-03,cancelado,1856.51
3239,1910,2025-01-19,pagado,2879.39
3240,704,2024-10-18,enviado,1366.32
3241,1441,2024-02-18,enviado,1386.33
3242,378,2025-07-22,pagado,1559.01
3243,872,2025-11-21,pendiente,2625.05
3244,1527,2024-12-01,enviado,2375.72
3245,1699,2025-06-10,cancelado,235.15
3246,765,2024-05-19,cancelado,4109.48
3247,1521,2025-10-24,cancelado,2666.13
3248,1581,2025-10-17,pagado,2009.11
3249,1144,2024-02-19,cancelado,2268.32
3250,1797,2024-09-09,entregado,2726.1
3251,1583,2025-03-01,pendiente,3891.78
3252,575,2024-03-03,pendiente,1153.07
3253,785,2025-07-10,entregado,3581.85
3254,30,2025-03-08,enviado,2400.13
3255,1004,2025-11-12,pagado,4145.92
3256,1428,2024-03-04,cancelado,1961.19
3257,1942,2025-01-20,pagado,3123.67
3258,777,2025-07-01,cancelado,997.88
3259,375,2025-06-12,enviado,2588.53
3260,1276,2024-10-12,cancelado,269.26
3261,832,2025-07-20,pendiente,102.64
3262,994,2024-11-19,cancelado,2123.22
3263,1723,2025-09-19,pagado,2103.14
3264,123,2025-02-19,entregado,3252.3
3265,717,2025-08-15,cancelado,2707.89
3266,1257,2025-07-26,pagado,3960.24
3267,1124,2025-07-15,cancelado,339.95
3268,131,2024-07-10,entregado,904.2
3269,1962,2024-08-22,cancelado,3333.73
3270,1958,2025-06-30,pendiente,2177.97
3271,290,2025-10-01,entregado,1382.83
3272,1184,2025-04-06,enviado,1230.0
3273,994,2024-07-28,entregado,2916.83
3274,368,2024-07-30,pagado,1097.02
3275,300,2025-04-21,enviado,3059.55
3276,408,2024-02-11,entregado,2375.07
3277,76,2024-02-27,pendiente,721.24
3278,914,2024-01-21,cancelado,1579.47
3279,339,2025-02-18,pendiente,397.47
3280,208,2024-03-22,pagado,2555.44
3281,1907,2025-01-08,entregado,560.91
3282,78,2025-11-15,entregado,1879.47
3283,1235,2026-02-19,entregado,241.3
3284,1665,2024-12-18,pagado,2700.78
3285,343,2025-03-03,entregado,2470.7
3286,1879,2026-01-25,pendiente,2968.49
3287,1542,2024-11-11,pendiente,2868.88
3288,1194,2024-07-03,entregado,3642.04
3289,172,2025-05-04,pagado,313.45
3290,129,2024-04-24,cancelado,2317.52
3291,1174,2025-11-07,entregado,4035.27
3292,1883,2024-07-31,entregado,3381.97
3293,1142,2025-09-19,enviado,2665.15
3294,537,2025-05-27,pendiente,3577.93
3295,1881,2024-10-15,cancelado,2533.62
3296,103,2025-11-09,cancelado,660.1
3297,551,2025-06-24,pendiente,1172.3
3298,47,2025-08-10,cancelado,1311.13
3299,1970,2024-08-03,enviado,3923.34
3300,739,2024-07-05,pendiente,693.22
3301,1843,2025-07-23,pagado,876.41
3302,965,2026-02-16,pagado,2803.24
3303,768,2026-03-05,pagado,3937.57
3304,220,2024-07-06,cancelado,987.7
3305,1632,2025-09-22,enviado,515.99
3306,675,2025-01-26,enviado,1286.3
3307,97,2025-11-17,enviado,822.72
3308,207,2024-01-28,cancelado,449.25
3309,462,2025-11-17,pagado,3253.35
3310,1425,2024-06-23,pendiente,2018.11
3311,1969,2024-11-08,cancelado,3828.78
3312,1169,2025-07-14,pendiente,3070.88
3313,416,2024-09-03,cancelado,1808.43
3314,231,2025-10-29,cancelado,3216.69
3315,1693,2025-03-24,enviado,2192.39
3316,1849,2025-02-19,pagado,1978.81
3317,872,2025-11-16,cancelado,1657.71
3318,1620,2024-10-25,enviado,3161.96
3319,1238,2024-07-31,pagado,852.37
3320,856,2025-11-03,pagado,3389.06
3321,592,2024-10-26,cancelado,3317.83
3322,1842,2024-08-13,entregado,1467.58
3323,575,2024-07-25,entregado,1450.72
3324,1236,2025-03-24,entregado,159.48
3325,553,2025-11-14,pendiente,3215.77
3326,920,2024-09-07,entregado,17.38
3327,237,2026-02-04,cancelado,1040.81
3328,1109,2024-11-24,cancelado,3977.97
3329,1960,2025-11-18,pagado,1810.48
3330,1147,2025-03-22,entregado,587.68
3331,1169,2026-03-03,pendiente,1369.49
3332,243,2026-01-03,pagado,1471.48
3333,708,2024-03-14,cancelado,1333.56
3334,184,2025-04-09,enviado,1465.17
3335,812,2025-01-05,pendiente,3704.11
3336,638,2025-08-18,pendiente,2791.99
3337,1197,2025-07-29,enviado,2425.36
3338,520,2025-12-07,entregado,30.97
3339,639,2026-01-05,pendiente,764.85
3340,1744,2024-03-27,entregado,1311.43
3341,32,2025-12-08,pendiente,591.03
3342,1767,2025-02-01,pagado,2639.18
3343,376,2025-11-18,cancelado,3006.56
3344,1331,2025-09-05,enviado,2715.64
3345,1016,2025-07-22,pendiente,2500.59
3346,230,2025-02-11,enviado,474.53
3347,1727,2025-12-20,pagado,2766.46
3348,1551,2026-02-16,cancelado,1002.37
3349,1327,2024-06-29,pagado,3063.47
3350,1072,2024-01-25,entregado,3876.15
3351,446,2024-05-14,pendiente,827.2
3352,1233,2026-01-24,enviado,233.76
3353,1242,2025-08-19,entregado,1120.15
3354,1614,2024-03-10,entregado,621.6
3355,649,2024-09-09,entregado,1563.49
3356,892,2026-02-09,pendiente,3259.6
3357,891,2024-02-16,pagado,558.38
3358,739,2025-01-10,entregado,798.22
3359,1129,2025-12-02,entregado,865.59
3360,253,2025-06-12,cancelado,3903.88
3361,481,2024-03-21,cancelado,3962.03
3362,1232,2025-04-17,entregado,510.71
3363,1041,2024-06-03,pendiente,3622.84
3364,1666,2025-10-12,enviado,670.18
3365,1508,2024-01-17,pendiente,3327.26
3366,169,2025-02-24,pendiente,1736.05
3367,627,2024-12-04,pagado,3876.96
3368,1569,2026-01-10,enviado,3420.26
3369,885,2026-02-24,pagado,2912.01
3370,748,2026-02-10,pendiente,497.1
3371,265,2024-03-13,cancelado,2650.95
3372,93,2025-11-24,cancelado,2305.09
3373,723,2024-10-11,pendiente,3689.57
3374,391,2025-04-21,cancelado,3085.55
3375,166,2024-05-31,pendiente,2319.72
3376,418,2025-11-09,pagado,2291.34
3377,1010,2025-03-05,pendiente,3341.35
3378,1437,2024-11-25,entregado,1577.17
3379,10,2025-10-15,enviado,147.6
3380,1400,2025-07-15,pagado,1365.48
3381,1566,2024-11-06,enviado,4157.58
3382,1294,2024-02-23,enviado,3061.54
3383,173,2025-07-16,pendiente,3106.39
3384,1639,2024-04-25,pagado,208.03
3385,1448,2025-07-02,pendiente,110.0
3386,768,2024-02-25,pagado,1722.96
3387,1994,2024-04-07,cancelado,3140.81
3388,1802,2024-05-25,pagado,2740.76
3389,1054,2024-03-25,cancelado,2372.04
3390,1277,2025-07-30,cancelado,858.98
3391,268,2026-02-02,cancelado,3614.58
3392,745,2024-01-29,enviado,2378.36
3393,1237,2025-07-03,enviado,1461.79
3394,322,2024-03-19,entregado,744.25
3395,307,2024-02-12,pendiente,2351.13
3396,456,2024-01-20,cancelado,136.06
3397,1249,2025-12-14,entregado,3982.3
3398,457,2025-08-23,pendiente,84.96
3399,516,2024-08-19,pendiente,748.52
3400,1339,2024-05-19,pendiente,1137.8
3401,583,2025-06-22,cancelado,649.11
3402,141,2024-12-08,entregado,521.24
3403,976,2025-06-23,enviado,262.75
3404,57,2026-02-05,pagado,537.3
3405,612,2025-09-13,enviado,1867.04
3406,1656,2025-03-08,cancelado,897.51
3407,422,2025-07-19,pagado,1928.06
3408,22,2024-01-15,pagado,2214.89
3409,517,2024-09-10,entregado,2623.4
3410,20,2025-12-06,pendiente,3570.61
3411,132,2025-01-07,enviado,121.63
3412,603,2025-08-26,enviado,396.91
3413,807,2025-12-04,cancelado,4009.06
3414,276,2024-02-01,cancelado,1892.87
3415,46,2024-05-30,pagado,4065.24
3416,1846,2026-01-22,cancelado,3228.48
3417,498,2025-12-31,pendiente,1977.53
3418,694,2024-06-21,pagado,2986.86
3419,1007,2025-05-31,pagado,1178.51
3420,1202,2025-12-03,entregado,259.05
3421,496,2024-06-06,pagado,2410.77
3422,1221,2024-08-24,entregado,1863.29
3423,1915,2024-05-17,pendiente,1916.86
3424,1485,2025-03-06,cancelado,1176.88
3425,1633,2024-08-30,pendiente,4048.03
3426,1536,2025-08-20,pendiente,3052.94
3427,349,2024-02-25,enviado,2567.4
3428,1157,2025-01-31,entregado,890.2
3429,628,2024-10-27,pendiente,1082.31
3430,1150,2024-02-25,pendiente,3933.65
3431,1145,2025-06-07,enviado,1600.69
3432,711,2025-05-23,enviado,1682.86
3433,1092,2025-01-10,enviado,3253.16
3434,536,2024-02-08,pendiente,3428.51
3435,364,2025-07-21,entregado,65.81
3436,558,2024-04-15,pagado,1024.59
3437,1348,2025-02-12,entregado,3290.98
3438,828,2024-07-16,enviado,2686.15
3439,1093,2024-05-07,enviado,2766.32
3440,354,2025-03-20,pagado,168.23
3441,1155,2024-12-23,cancelado,1219.31
3442,1777,2024-11-25,cancelado,2812.01
3443,1818,2024-08-09,pendiente,157.87
3444,350,2026-03-02,enviado,1494.31
3445,822,2024-02-09,cancelado,1052.63
3446,1554,2025-07-28,cancelado,2789.11
3447,310,2025-09-24,cancelado,3402.7
3448,347,2024-01-09,pagado,549.8
3449,613,2024-06-26,enviado,1506.2
3450,1137,2025-09-17,pagado,3747.59
3451,935,2026-01-05,entregado,1304.48
3452,1435,2025-12-19,enviado,1022.04
3453,343,2024-03-21,pagado,2902.38
3454,887,2024-02-03,enviado,1359.36
3455,129,2024-05-25,enviado,2973.02
3456,1070,2025-06-22,pendiente,434.48
3457,880,2025-04-16,enviado,560.74
3458,1461,2025-01-25,enviado,3340.51
3459,1547,2025-12-20,pagado,2194.03
3460,1269,2026-03-10,pagado,846.64
3461,576,2025-12-02,pendiente,3358.24
3462,1731,2025-07-21,cancelado,1218.53
3463,13,2024-09-26,entregado,234.43
3464,1756,2024-12-23,entregado,3776.37
3465,130,2026-01-21,pendiente,3297.73
3466,115,2026-03-07,pendiente,3100.54
3467,1510,2024-04-18,cancelado,3189.32
3468,270,2025-11-18,pagado,2341.19
3469,868,2024-04-16,enviado,443.17
3470,637,2024-08-01,enviado,1937.89
3471,1770,2024-07-23,pendiente,3535.96
3472,257,2024-08-07,cancelado,3511.91
3473,1518,2025-02-06,enviado,1382.75
3474,299,2025-05-05,pagado,3389.14
3475,571,2024-10-28,cancelado,2388.14
3476,1000,2026-02-19,cancelado,851.42
3477,1763,2025-10-25,enviado,340.47
3478,427,2024-07-01,pagado,2260.35
3479,1318,2025-08-02,pagado,2055.33
3480,886,2025-04-17,cancelado,3759.47
3481,980,2024-11-18,pagado,2959.82
3482,573,2026-01-12,enviado,3434.19
3483,1148,2024-05-25,pendiente,170.18
3484,1297,2024-10-26,cancelado,182.73
3485,1978,2024-08-16,enviado,2110.8
3486,544,2024-07-25,pagado,3462.96
3487,1703,2024-03-02,enviado,322.39
3488,1380,2024-09-04,entregado,1335.71
3489,353,2024-04-30,pendiente,273.37
3490,1433,2024-09-28,pagado,2623.71
3491,1765,2025-08-12,cancelado,3408.86
3492,1683,2025-12-16,cancelado,55.79
3493,1161,2024-04-07,entregado,338.22
3494,1625,2024-06-02,enviado,3410.87
3495,524,2026-01-22,entregado,3133.54
3496,1676,2024-06-08,cancelado,201.06
3497,1270,2025-03-14,entregado,2082.36
3498,1673,2025-06-05,pendiente,1467.62
3499,876,2025-07-10,pagado,1741.46
3500,16,2024-07-31,entregado,830.09
3501,709,2024-10-29,pendiente,327.41
3502,1972,2024-09-25,pendiente,2767.65
3503,1846,2025-12-12,entregado,385.62
3504,328,2024-03-14,pagado,310.05
3505,1386,2025-03-20,enviado,1739.44
3506,1301,2025-05-23,enviado,937.54
3507,878,2024-12-30,cancelado,1267.58
3508,1820,2025-10-27,enviado,3058.47
3509,1178,2025-06-02,pagado,1378.71
3510,1532,2026-01-18,enviado,2034.08
3511,1903,2025-12-11,pendiente,833.69
3512,982,2025-07-25,entregado,2768.63
3513,907,2025-11-12,enviado,570.38
3514,466,2025-07-07,cancelado,3956.07
3515,1264,2025-12-08,enviado,1182.03
3516,367,2024-09-12,enviado,4088.55
3517,769,2024-10-06,enviado,2590.5
3518,692,2025-04-24,cancelado,2496.6
3519,872,2024-11-19,pagado,1620.48
3520,1623,2025-01-14,entregado,2676.58
3521,227,2025-03-29,cancelado,1872.68
3522,1270,2025-03-06,enviado,708.55
3523,186,2024-01-02,pendiente,706.11
3524,14,2024-02-14,entregado,4069.33
3525,189,2025-07-20,enviado,4015.41
3526,1912,2026-01-12,cancelado,191.61
3527,1575,2024-02-04,enviado,2640.42
3528,64,2024-09-22,pendiente,3352.56
3529,548,2025-01-09,enviado,4022.95
3530,1982,2024-07-21,pendiente,1514.34
3531,126,2025-03-29,entregado,237.46
3532,675,2025-10-25,enviado,3878.08
3533,496,2025-03-11,pagado,165.03
3534,1871,2024-04-24,entregado,221.46
3535,1043,2025-05-15,pagado,3702.38
3536,550,2025-11-23,pagado,1568.21
3537,1972,2026-02-22,cancelado,1006.68
3538,1701,2025-12-22,cancelado,2194.94
3539,905,2024-06-23,pendiente,3861.44
3540,1659,2025-05-03,pendiente,2920.96
3541,1198,2025-10-10,enviado,526.0
3542,1865,2025-01-26,cancelado,204.11
3543,370,2024-11-06,enviado,1348.54
3544,1298,2024-07-22,enviado,3699.32
3545,320,2026-01-05,cancelado,2188.12
3546,1690,2025-12-03,entregado,2242.95
3547,74,2025-09-05,pagado,3845.37
3548,1187,2025-02-11,cancelado,2750.17
3549,860,2025-09-10,cancelado,1013.84
3550,1301,2024-05-10,pendiente,97.31
3551,1259,2026-02-23,entregado,1330.56
3552,714,2024-11-13,cancelado,3146.26
3553,751,2025-08-13,enviado,2720.88
3554,349,2026-01-03,enviado,277.89
3555,17,2024-01-02,enviado,1015.67
3556,997,2025-10-22,pendiente,149.33
3557,1319,2024-11-30,pagado,28.02
3558,933,2024-09-29,pendiente,1314.36
3559,1643,2024-09-03,cancelado,1402.41
3560,1918,2024-12-27,cancelado,2737.25
3561,1461,2025-07-04,enviado,322.92
3562,673,2025-02-06,enviado,3657.95
3563,1905,2026-02-04,cancelado,3490.62
3564,709,2024-03-26,cancelado,2185.98
3565,780,2025-09-06,entregado,2487.41
3566,1562,2024-01-18,pagado,3053.02
3567,959,2025-09-25,enviado,4020.46
3568,1377,2025-01-20,pendiente,2789.84
3569,1833,2025-11-19,entregado,1212.5
3570,782,2025-05-04,pagado,806.99
3571,1676,2025-02-13,cancelado,1319.77
3572,511,2024-05-03,pendiente,138.73
3573,603,2025-10-02,enviado,283.96
3574,180,2026-03-01,entregado,3156.43
3575,1642,2025-11-07,pendiente,3414.98
3576,1729,2025-06-27,enviado,3407.39
3577,811,2024-07-13,enviado,56.75
3578,565,2025-02-09,pendiente,3550.47
3579,1921,2025-08-18,entregado,3922.52
3580,1515,2026-02-24,enviado,1885.18
3581,1467,2024-01-31,cancelado,153.39
3582,1573,2024-11-02,enviado,3393.47
3583,925,2026-01-20,enviado,1880.61
3584,879,2026-02-26,cancelado,670.87
3585,548,2024-10-11,cancelado,2201.83
3586,881,2024-03-07,cancelado,3389.37
3587,485,2024-01-08,pagado,4019.72
3588,421,2024-06-20,pagado,1746.58
3589,1894,2024-01-03,enviado,3190.4
3590,206,2025-11-10,enviado,3934.1
3591,1869,2025-06-20,pendiente,2360.33
3592,573,2024-03-14,pagado,333.47
3593,86,2024-05-18,pendiente,2663.31
3594,862,2025-05-10,cancelado,554.86
3595,1590,2025-10-25,enviado,3542.37
3596,1999,2024-07-26,cancelado,3058.21
3597,344,2024-04-22,enviado,3460.73
3598,834,2026-02-06,entregado,1468.2
3599,1540,2025-05-16,pagado,1584.92
3600,1158,2025-03-04,pendiente,2013.18
3601,1863,2025-05-30,pagado,2061.77
3602,1564,2024-07-09,pendiente,1747.41
3603,557,2025-09-12,enviado,2206.19
3604,1945,2024-04-07,enviado,452.5
3605,501,2025-08-06,enviado,4061.57
3606,466,2025-04-02,pagado,966.51
3607,630,2024-06-02,pendiente,3418.28
3608,285,2025-01-30,pagado,1126.24
3609,1908,2024-04-07,cancelado,2558.71
3610,241,2025-10-25,entregado,3395.99
3611,1235,2025-11-19,entregado,1699.35
3612,1850,2026-01-30,cancelado,2048.37
3613,1524,2025-08-15,pagado,3691.01
3614,1353,2025-04-25,pendiente,2910.18
3615,437,2024-07-28,pendiente,2247.66
3616,1141,2024-03-06,pendiente,603.3
3617,799,2024-11-27,pagado,3799.92
3618,1006,2024-10-16,pendiente,713.41
3619,1870,2026-02-10,cancelado,1229.85
3620,1468,2024-09-01,pagado,1801.71
3621,112,2025-11-08,enviado,3701.2
3622,1951,2025-09-14,pendiente,3069.02
3623,986,2024-06-13,pendiente,2679.45
3624,248,2024-06-23,enviado,2366.25
3625,664,2024-11-15,pagado,1589.38
3626,1863,2025-01-24,pagado,2135.64
3627,1890,2025-03-11,pagado,176.21
3628,1838,2024-06-15,cancelado,3438.77
3629,1715,2024-05-12,cancelado,4083.17
3630,1598,2024-05-08,enviado,1056.84
3631,801,2024-10-24,cancelado,3149.63
3632,1956,2025-04-02,entregado,1581.44
3633,1597,2025-04-24,enviado,94.88
3634,1485,2025-11-12,enviado,3048.5
3635,718,2025-06-12,pagado,2316.78
3636,300,2024-06-24,entregado,2711.12
3637,1185,2025-09-18,cancelado,179.07
3638,158,2024-08-15,pendiente,1195.98
3639,1831,2025-08-21,pagado,1967.46
3640,753,2024-03-02,entregado,2671.84
3641,712,2024-10-25,enviado,2480.76
3642,688,2025-06-24,pendiente,643.3
3643,304,2025-10-14,pagado,659.47
3644,1624,2024-03-17,cancelado,2479.46
3645,78,2024-03-07,pagado,827.29
3646,1877,2025-10-06,pendiente,2835.61
3647,82,2026-02-27,entregado,2611.11
3648,312,2025-03-21,cancelado,351.83
3649,348,2025-02-13,pagado,1678.73
3650,917,2025-12-20,pagado,1632.82
3651,336,2024-09-10,pagado,1929.75
3652,356,2025-10-13,pendiente,1730.49
3653,716,2025-09-29,enviado,688.34
3654,141,2024-07-20,cancelado,3511.65
3655,1507,2025-05-11,pendiente,303.73
3656,1897,2025-11-08,pendiente,1896.15
3657,1134,2026-01-12,entregado,32.93
3658,1095,2025-01-31,cancelado,993.54
3659,125,2025-05-30,pendiente,3220.64
3660,475,2025-04-29,enviado,3174.66
3661,147,2025-10-23,entregado,2777.34
3662,1851,2024-05-10,cancelado,2800.77
3663,1329,2025-08-26,pagado,2957.92
3664,557,2025-12-30,enviado,107.27
3665,678,2025-08-02,entregado,2508.57
3666,313,2025-08-14,pendiente,1265.6
3667,1377,2025-07-30,cancelado,2043.57
3668,1543,2025-03-04,pendiente,1173.79
3669,546,2024-05-31,enviado,3239.35
3670,1256,2024-05-27,cancelado,2429.63
3671,1008,2025-04-30,enviado,3184.36
3672,1181,2024-09-24,entregado,2985.24
3673,1013,2026-03-04,entregado,2378.75
3674,241,2024-11-26,enviado,2636.94
3675,1332,2025-07-16,cancelado,744.98
3676,218,2025-12-04,pagado,2033.47
3677,1137,2024-06-01,cancelado,1532.66
3678,517,2024-04-27,pendiente,129.26
3679,1681,2024-05-05,pagado,878.28
3680,1457,2024-03-17,enviado,1146.63
3681,328,2025-07-15,entregado,2338.97
3682,1748,2026-01-22,enviado,4175.98
3683,153,2024-05-01,pagado,280.08
3684,1724,2024-02-02,entregado,1011.35
3685,334,2025-06-18,cancelado,586.59
3686,491,2025-04-13,enviado,765.22
3687,1420,2024-01-25,pendiente,3617.7
3688,573,2025-07-27,pendiente,583.57
3689,1629,2025-12-23,pagado,3229.28
3690,277,2024-06-10,enviado,2783.25
3691,310,2024-07-30,entregado,594.56
3692,273,2025-12-02,pagado,932.96
3693,1764,2025-05-01,pagado,640.62
3694,638,2025-12-27,pendiente,1790.01
3695,115,2025-09-20,enviado,1180.89
3696,1213,2024-07-17,cancelado,2566.37
3697,1821,2025-03-20,entregado,3305.16
3698,1867,2026-02-03,pagado,1592.34
3699,1382,2026-02-12,pendiente,1270.55
3700,13,2026-03-10,entregado,4020.82
3701,1852,2025-12-28,pagado,621.4
3702,759,2025-02-12,cancelado,979.39
3703,423,2025-11-14,enviado,3745.21
3704,1749,2024-07-10,cancelado,1990.19
3705,996,2026-01-23,pendiente,2333.78
3706,1872,2026-02-01,cancelado,3913.42
3707,1105,2025-09-22,pendiente,1286.68
3708,1845,2025-09-22,enviado,1808.95
3709,1216,2024-06-14,cancelado,3638.49
3710,470,2025-07-04,pendiente,3032.6
3711,1568,2024-06-16,pagado,864.44
3712,770,2024-01-05,cancelado,453.51
3713,1493,2025-07-02,pendiente,238.41
3714,1892,2025-03-21,enviado,4196.97
3715,486,2025-06-24,pagado,1687.66
3716,51,2025-03-17,cancelado,2358.33
3717,511,2025-01-26,pendiente,1989.24
3718,1547,2025-03-10,cancelado,1942.56
3719,964,2024-03-21,pendiente,743.28
3720,1847,2025-08-24,enviado,195.03
3721,769,2025-02-13,pendiente,416.18
3722,1239,2025-08-27,cancelado,1454.18
3723,617,2025-04-27,pagado,2674.08
3724,1281,2025-11-05,pagado,2262.87
3725,123,2025-12-01,entregado,1674.94
3726,1850,2024-09-04,pagado,3717.49
3727,873,2024-10-26,pendiente,1232.27
3728,944,2024-08-06,pagado,2344.4
3729,1540,2025-02-20,entregado,2528.42
3730,238,2024-11-11,pagado,2146.74
3731,319,2024-02-02,cancelado,515.11
3732,1229,2024-12-01,pagado,2584.37
3733,1100,2024-05-03,enviado,293.0
3734,1719,2025-11-28,pagado,1539.77
3735,33,2024-03-21,pagado,1874.88
3736,1813,2024-05-22,pendiente,26.88
3737,695,2026-01-12,pagado,604.25
3738,82,2024-04-01,enviado,2611.03
3739,289,2024-09-30,entregado,103.75
3740,1728,2024-07-30,enviado,1746.69
3741,1978,2025-12-21,pagado,1664.11
3742,37,2024-01-29,entregado,2525.29
3743,674,2025-02-20,pendiente,298.7
3744,1326,2025-12-14,pagado,2615.91
3745,1274,2025-08-03,pagado,1184.07
3746,115,2024-10-14,pendiente,1686.64
3747,1399,2024-06-21,pagado,3538.44
3748,1369,2024-04-19,pagado,3703.43
3749,157,2025-08-03,enviado,457.28
3750,1048,2025-05-21,enviado,538.57
3751,1387,2025-08-27,pagado,2683.78
3752,1906,2024-05-04,pendiente,2579.48
3753,1017,2024-09-07,pagado,1081.05
3754,531,2024-03-10,enviado,3927.35
3755,796,2024-09-15,entregado,2138.43
3756,442,2025-10-30,pendiente,776.15
3757,274,2025-05-04,cancelado,4121.08
3758,1167,2024-11-16,entregado,4106.87
3759,229,2024-11-11,cancelado,2122.07
3760,346,2024-10-03,cancelado,1905.17
3761,1959,2024-03-31,pendiente,3077.05
3762,1844,2025-03-12,pendiente,3661.16
3763,1051,2025-11-20,pagado,3311.35
3764,859,2025-12-18,entregado,3177.97
3765,902,2024-09-27,cancelado,4107.7
3766,851,2024-07-26,pendiente,1474.65
3767,1962,2025-06-27,cancelado,3519.03
3768,430,2024-10-18,entregado,3739.4
3769,168,2024-03-08,enviado,1420.26
3770,961,2025-06-10,entregado,3234.63
3771,148,2025-11-30,entregado,1743.49
3772,1373,2025-10-20,cancelado,2785.6
3773,516,2025-04-10,enviado,567.5
3774,1612,2026-01-03,cancelado,1462.05
3775,671,2024-08-21,cancelado,1933.11
3776,1659,2025-01-07,entregado,2958.23
3777,751,2026-03-03,pendiente,1572.39
3778,1197,2025-04-11,pendiente,3780.27
3779,770,2025-01-22,cancelado,2752.72
3780,125,2025-09-25,entregado,1529.0
3781,1772,2025-06-14,enviado,3791.16
3782,79,2024-10-16,entregado,4096.87
3783,1445,2026-01-13,pendiente,1871.53
3784,587,2025-09-14,cancelado,1157.01
3785,1297,2025-04-20,cancelado,1168.51
3786,577,2024-07-19,entregado,4158.21
3787,610,2025-12-15,cancelado,4103.43
3788,1041,2025-04-23,pendiente,628.05
3789,1497,2024-09-07,cancelado,2183.79
3790,323,2024-08-25,pagado,4170.39
3791,1244,2024-02-08,entregado,3166.93
3792,1158,2024-09-06,entregado,3885.55
3793,396,2024-09-13,pagado,3345.88
3794,861,2024-02-21,pagado,3836.9
3795,1705,2024-06-22,enviado,1211.69
3796,701,2025-01-08,pagado,2334.85
3797,134,2024-02-29,pendiente,3645.46
3798,609,2025-04-15,pendiente,106.96
3799,854,2026-01-04,cancelado,2225.84
3800,925,2024-04-30,entregado,1941.03
3801,1649,2025-09-17,enviado,1375.92
3802,1951,2025-12-08,pagado,494.27
3803,572,2025-01-24,pendiente,2797.18
3804,1865,2024-03-21,cancelado,3279.82
3805,608,2024-12-25,pendiente,3004.39
3806,1527,2026-02-21,cancelado,1056.67
3807,1659,2025-12-07,entregado,1089.22
3808,4,2025-02-21,pagado,3417.4
3809,1739,2024-02-03,cancelado,3689.92
3810,247,2024-07-21,entregado,742.91
3811,1132,2025-04-12,cancelado,3273.05
3812,235,2025-10-05,pagado,3657.03
3813,91,2024-02-07,entregado,3491.96
3814,1737,2026-02-13,pagado,2572.36
3815,1549,2025-12-04,entregado,3053.82
3816,428,2025-08-29,cancelado,746.2
3817,107,2024-03-29,entregado,950.24
3818,1517,2025-10-20,pendiente,2396.65
3819,1626,2024-11-13,pendiente,4170.63
3820,943,2024-08-14,enviado,3749.6
3821,189,2024-05-04,entregado,3639.89
3822,364,2025-02-25,enviado,3946.48
3823,1638,2024-10-11,entregado,4107.77
3824,1420,2024-01-07,pendiente,4130.91
3825,403,2024-12-10,pagado,1117.88
3826,833,2025-09-03,cancelado,630.43
3827,11,2024-11-19,entregado,1231.96
3828,1378,2024-02-23,entregado,3817.51
3829,259,2024-01-10,pendiente,275.01
3830,816,2025-03-01,entregado,3448.66
3831,26,2025-05-27,pendiente,873.25
3832,1654,2024-08-31,entregado,574.63
3833,1799,2024-12-06,pagado,1776.21
3834,1274,2024-10-19,cancelado,2017.09
3835,1999,2024-01-20,pagado,3928.2
3836,1898,2024-09-10,enviado,2886.02
3837,1786,2024-07-03,pendiente,939.75
3838,505,2024-04-03,enviado,2801.06
3839,727,2025-06-29,pagado,1371.15
3840,8,2025-12-23,cancelado,3426.2
3841,833,2025-12-31,entregado,2989.8
3842,208,2025-05-25,pagado,2889.03
3843,1033,2024-08-21,pagado,2310.43
3844,578,2026-02-08,pagado,1724.22
3845,1253,2026-01-30,entregado,2554.02
3846,1849,2024-07-06,pendiente,2982.82
3847,1551,2025-09-30,pendiente,3983.2
3848,552,2024-02-27,pendiente,2796.57
3849,1956,2024-07-16,pendiente,498.07
3850,38,2025-02-20,pendiente,3899.53
3851,1918,2024-04-18,pendiente,873.74
3852,1899,2024-10-01,pagado,308.33
3853,336,2024-04-29,pendiente,2878.18
3854,1745,2025-11-27,cancelado,548.8
